Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_MRP2
1,12.6,1,0.052791124,0,98.5384,4,1985,2,0,0,591.2304,1
1,17.75,1,0.067607749,0,188.024,9,1999,1,0,1,2796.36,2
1,7.145,0,0.017887474,5,160.6578,2,2007,1,1,1,1765.0358,2
1,8.985,0,0.184440421,6,99.67,2,2007,1,1,1,3295.71,1
2,16.35,0,0.091074449,9,196.811,2,2007,1,1,1,3338.987,2
0,9.5,0,0.041951439,14,32.49,9,1999,1,0,1,865.54,0
1,5.78,1,0.074087369,13,264.9568,1,1987,0,2,1,6855.0768,3
1,6.75,1,0.108679906,4,95.6752,3,2009,1,2,2,1246.3776,1
0,16.6,0,0.136500981,7,173.3422,2,2007,1,1,1,4138.6128,2
2,6.095,0,0.081361288,11,141.9154,7,2002,1,1,1,2694.4926,2
1,19.35,1,0.018591464,13,112.9544,9,1999,1,0,1,1342.2528,1
2,11.3,0,0.066952965,9,192.0478,3,2009,1,2,2,3099.9648,2
1,10.8,0,0.029107004,13,240.5222,2,2007,1,1,1,4541.4218,3
1,12.6,0,0.065872936,6,113.1886,4,1985,2,0,0,111.1886,1
1,10.5,1,0.117149075,0,164.121,3,2009,1,2,2,1794.331,2
1,7.655,0,0.031994534,3,114.3492,9,1999,1,0,1,1853.5872,1
1,8.235,0,0.08276363,0,146.5076,3,2009,1,2,2,1625.8836,2
1,20.6,0,0.083004078,0,119.4756,8,1997,2,0,1,1090.5804,1
1,19.35,1,0.021490911,6,122.1098,9,1999,1,0,1,2892.2352,1
1,9.5,1,0.058835928,6,170.2448,0,1998,2,2,0,170.4448,2
1,5.305,1,0.07871639,10,183.5608,0,1998,2,2,0,551.2824,2
0,9.8,0,0.013869809,14,47.406,7,2002,1,1,1,978.726,0
1,9.6,1,0.022274264,1,101.699,6,2004,2,1,1,2992.771,1
1,13.0,0,0.153618566,3,79.6986,8,1997,2,0,1,1480.0734,1
1,17.6,0,0.049267759,13,113.0176,3,2009,1,2,2,2862.94,1
1,14.3,0,0.12826315,5,83.4224,2,2007,1,1,1,681.7792,1
1,10.3,1,0.02494708,0,172.3422,7,2002,1,1,1,5690.5926,2
1,15.1,1,0.157154813,6,62.2194,0,1998,2,2,0,185.7582,0
0,6.03,0,0.022832115,4,176.7028,2,2007,1,1,1,1416.8224,2
1,7.68,0,0.070900282,6,192.6162,8,1997,2,0,1,5580.0698,2
1,20.0,1,0.028180789,6,46.8744,7,2002,1,1,1,905.488,0
1,15.85,0,0.136497913,3,96.3094,8,1997,2,0,1,2856.282,1
2,15.2,0,0.162462044,8,117.6492,0,1998,2,2,0,347.5476,1
1,19.35,0,0.118080437,13,222.6088,6,2004,2,1,1,6040.1376,3
1,12.6,1,0.017466284,10,45.4718,5,1985,1,2,3,1323.6104,0
1,12.6,0,0.031073804,12,157.5604,5,1985,1,2,3,5704.5744,2
0,8.85,1,0.113302223,14,125.1388,2,2007,1,1,1,1114.5492,1
2,19.85,0,0.025968706,9,49.5376,8,1997,2,0,1,1006.6896,0
0,19.1,0,0.045400017,4,38.8138,7,2002,1,1,1,690.4346,0
2,17.0,0,0.126958147,9,125.8362,2,2007,1,1,1,2516.724,1
1,11.15,1,0.105307659,0,102.0648,8,1997,2,0,1,1038.648,1
1,12.35,1,0.038500421,6,110.757,8,1997,2,0,1,1208.427,1
1,20.85,0,0.02137305,6,103.3306,7,2002,1,1,1,522.653,1
1,4.785,0,0.09297084,1,122.0098,3,2009,1,2,2,2048.6666,1
1,17.25,1,0.209600084,2,40.348,0,1998,2,2,0,39.948,0
1,9.3,1,0.033505804,10,153.4314,7,2002,1,1,1,2482.1024,2
1,17.25,0,0.072986772,3,78.8986,7,2002,1,1,1,1635.8706,1
0,17.85,0,0.024961677,14,153.1998,2,2007,1,1,1,3383.5956,2
2,12.6,0,0.092433518,8,101.6674,5,1985,1,2,3,1426.1436,1
1,9.8,0,0.026081567,13,217.585,6,2004,2,1,1,4327.7,3
0,18.85,0,0.09079168,7,127.1336,1,1987,0,2,1,3579.3408,1
2,9.695,0,0.113917889,8,158.2604,6,2004,2,1,1,2693.8268,2
1,10.0,0,0.045928229,5,138.118,9,1999,1,0,1,1957.452,2
0,16.6,0,0.135620265,7,172.9422,1,1987,0,2,1,2931.5174,2
1,18.25,0,0.077709902,13,259.6962,6,2004,2,1,1,5438.9202,3
2,5.82,0,0.134975628,9,170.579,0,1998,2,2,0,509.337,2
1,9.31,0,0.037955094,5,62.151,8,1997,2,0,1,1201.769,0
1,18.25,0,0.076125668,13,214.0218,7,2002,1,1,1,2564.6616,3
1,19.7,0,0.067039526,13,178.337,9,1999,1,0,1,1411.496,2
0,6.865,0,0.014021626,14,127.1652,7,2002,1,1,1,1291.652,1
1,11.35,1,0.023358738,4,184.4608,9,1999,1,0,1,4042.7376,2
1,17.7,0,0.029933275,13,169.0816,6,2004,2,1,1,5201.2296,2
2,12.6,0,0.111777297,9,124.6046,5,1985,1,2,3,2863.6058,1
1,20.85,0,0.032448523,0,177.866,8,1997,2,0,1,1078.596,2
1,17.25,1,0.047266211,13,97.0068,8,1997,2,0,1,1846.9292,1
1,15.35,0,0.01404119,5,38.419,9,1999,1,0,1,476.047,0
1,13.65,0,0.04917754,6,151.805,1,1987,0,2,1,2696.49,2
2,15.2,0,0.020280476,8,49.1034,0,1998,2,2,0,194.4136,0
1,6.38,0,0.031962866,4,178.0344,7,2002,1,1,1,535.3032,2
2,12.6,0,0.054376275,8,56.293,5,1985,1,2,3,2546.685,0
1,6.905,1,0.063850971,4,97.2726,0,1998,2,2,0,195.7452,1
1,12.6,1,0.060154968,5,110.1544,4,1985,2,0,0,111.8544,1
1,12.6,1,0.134441765,15,183.9924,5,1985,1,2,3,6478.234,2
0,15.7,0,0.03067808,7,44.777,1,1987,0,2,1,605.878,0
1,15.2,1,0.103758647,6,177.0054,6,2004,2,1,1,2976.7918,2
1,12.6,1,0.136701678,10,182.1608,5,1985,1,2,3,5880.3456,2
1,12.6,1,0.074806196,4,112.9176,5,1985,1,2,3,3435.528,1
1,8.355,0,0.013926425,0,93.0462,6,2004,2,1,1,1110.5544,1
2,12.15,0,0.006754117,11,122.173,1,1987,0,2,1,2586.633,1
2,17.0,0,0.052209303,8,122.373,8,1997,2,0,1,2586.633,1
1,17.35,1,0.041538713,5,93.1804,9,1999,1,0,1,1378.206,1
1,12.6,0,0.13064231,13,88.383,4,1985,2,0,0,89.883,1
2,9.1,0,0.055382616,9,115.0518,1,1987,0,2,1,683.1108,1
1,12.6,0,0.041970938,6,55.4272,4,1985,2,0,0,111.8544,0
1,19.2,1,0.005583951,15,226.9062,1,1987,0,2,1,4514.124,3
0,8.895,0,0.075757177,7,233.8616,3,2009,1,2,2,937.4464,3
1,19.75,0,0.012467648,6,188.1872,9,1999,1,0,1,2458.1336,2
1,10.895,0,0.137368051,4,264.3568,3,2009,1,2,2,4745.8224,3
1,12.6,0,0.092933158,6,91.0146,5,1985,1,2,3,3466.1548,1
2,10.3,0,0.117593973,8,154.463,2,2007,1,1,1,2503.408,2
1,19.1,1,0.026018497,6,148.2418,2,2007,1,1,1,3089.9778,2
1,4.555,1,0.034410585,5,111.3544,9,1999,1,0,1,1342.2528,1
2,12.6,0,0.02426524,8,114.0492,5,1985,1,2,3,3938.8728,1
2,16.2,0,0.176175402,8,184.0608,2,2007,1,1,1,2021.3688,2
1,8.975,1,0.088257771,3,84.1224,0,1998,2,2,0,170.4448,1
1,21.1,1,0.020750867,2,128.7994,9,1999,1,0,1,1927.491,1
2,17.75,0,0.111527348,11,110.2912,7,2002,1,1,1,873.5296,1
1,12.8,1,0.114318263,1,142.2838,3,2009,1,2,2,421.4514,2
1,6.905,1,0.038363204,4,98.1726,2,2007,1,1,1,587.2356,1
1,5.785,1,0.053930934,6,87.3856,9,1999,1,0,1,878.856,1
1,12.6,0,0.018942606,13,236.0248,5,1985,1,2,3,6636.6944,3
1,7.96,0,0.028339599,3,162.4894,1,1987,0,2,1,1779.6834,2
1,8.3,1,0.030151351,0,98.7384,8,1997,2,0,1,492.692,1
1,5.46,1,0.107274301,6,145.5786,7,2002,1,1,1,3900.9222,2
1,13.35,0,0.102670882,4,228.6352,9,1999,1,0,1,3435.528,3
1,5.46,1,0.032177405,3,185.424,8,1997,2,0,1,5219.872,2
0,12.6,1,0.039734882,14,165.7868,5,1985,1,2,3,4913.604,2
1,20.75,1,0.083536989,5,180.3318,1,1987,0,2,1,4149.9314,2
2,6.59,0,0.026225693,9,119.0098,9,1999,1,0,1,2530.7058,1
1,7.55,0,0.0273235,3,151.934,2,2007,1,1,1,1837.608,2
1,20.85,0,0.03747983,5,192.7478,7,2002,1,1,1,2131.2258,2
2,18.85,0,0.168531813,9,192.5136,2,2007,1,1,1,2916.204,2
1,15.2,0,0.021293909,3,218.4824,3,2009,1,2,2,1528.6768,3
2,10.1,0,0.030269774,8,152.4656,7,2002,1,1,1,2934.8464,2
1,10.0,0,0.025822315,3,262.7226,6,2004,2,1,1,3171.8712,3
1,8.985,0,0.183688161,6,100.27,9,1999,1,0,1,998.7,1
1,11.5,1,0.125579201,5,99.7358,6,2004,2,1,1,1105.8938,1
2,12.6,0,0.077079177,8,61.5536,5,1985,1,2,3,918.804,0
2,19.85,0,0.026074491,9,48.6376,3,2009,1,2,2,575.2512,0
2,21.1,0,0.010593469,9,234.2958,1,1987,0,2,1,3739.1328,3
1,4.555,1,0.034357169,5,112.6544,8,1997,2,0,1,2684.5056,1
1,20.85,0,0.037396901,5,193.8478,6,2004,2,1,1,2712.4692,2
0,7.905,0,0.064011067,7,230.2694,1,1987,0,2,1,4567.388,3
1,6.78,1,0.085981978,6,228.4694,7,2002,1,1,1,5480.8656,3
1,12.6,0,0.040318693,6,186.224,5,1985,1,2,3,5033.448,2
1,15.0,1,0.161762835,3,185.9266,7,2002,1,1,1,2581.9724,2
1,17.6,0,0.104878967,13,164.8868,8,1997,2,0,1,2456.802,2
1,13.8,1,0.107469819,6,77.8012,0,1998,2,2,0,227.7036,1
2,5.11,0,0.034868095,9,163.821,6,2004,2,1,1,2120.573,2
1,8.71,1,0.046079575,4,43.5744,7,2002,1,1,1,407.4696,0
1,7.235,0,0.058083831,13,113.6834,1,1987,0,2,1,230.3668,1
1,12.3,1,0.064618976,15,89.8804,8,1997,2,0,1,1286.3256,1
0,6.96,0,0.077178965,14,93.1146,6,2004,2,1,1,2189.1504,1
1,18.0,1,0.142910689,6,89.6514,9,1999,1,0,1,1859.5794,1
0,6.28,0,0.027682047,14,85.5198,1,1987,0,2,1,1744.396,1
1,10.5,1,0.142511272,1,158.7578,6,2004,2,1,1,2246.4092,2
0,14.15,0,0.09557165,14,171.0106,7,2002,1,1,1,4106.6544,2
0,9.8,0,0.02316823,14,47.506,0,1998,2,2,0,186.424,0
1,15.85,1,0.061045133,10,44.7744,1,1987,0,2,1,181.0976,0
1,10.3,1,0.011148865,13,84.854,7,2002,1,1,1,778.986,1
1,17.6,0,0.058091269,10,156.2314,8,1997,2,0,1,2947.4966,2
1,12.6,1,0.019672774,3,86.4198,5,1985,1,2,3,1918.8356,1
1,10.3,0,0.078678276,0,177.037,1,1987,0,2,1,3705.177,2
1,9.195,1,0.117667492,13,159.5578,9,1999,1,0,1,1283.6624,2
1,12.8,0,0.069902438,15,261.3252,3,2009,1,2,2,3410.2276,3
1,10.0,1,0.037757166,13,126.7994,6,2004,2,1,1,1284.994,1
1,17.25,0,0.107021498,5,40.5822,6,2004,2,1,1,785.644,0
1,12.6,1,0.032892112,2,49.3008,5,1985,1,2,3,1518.024,0
2,20.2,0,0.100477461,9,187.7898,2,2007,1,1,1,2245.0776,2
2,7.5,0,0.036228067,8,175.2028,6,2004,2,1,1,4427.57,2
1,7.895,1,0.094488485,2,100.7332,1,1987,0,2,1,1230.3984,1
1,15.75,0,0.055154296,0,195.5452,3,2009,1,2,2,1174.4712,2
1,12.6,0,0.106907604,2,162.8526,4,1985,2,0,0,493.3578,2
1,13.65,1,0.073060301,5,196.2426,7,2002,1,1,1,2570.6538,2
2,20.1,0,0.077439606,8,60.6536,6,2004,2,1,1,980.0576,0
1,13.65,1,0.080968973,5,259.7936,3,2009,1,2,2,2609.936,3
1,12.3,1,0.106492562,6,176.3396,9,1999,1,0,1,1395.5168,2
1,12.6,1,0.139330557,3,109.5228,5,1985,1,2,3,3426.2068,1
1,21.35,0,0.068822477,3,258.3278,8,1997,2,0,1,7028.8506,3
1,7.72,1,0.074669288,1,76.3986,1,1987,0,2,1,1402.1748,1
2,12.1,0,0.025834128,9,165.1526,0,1998,2,2,0,164.4526,2
1,14.85,1,0.035227697,6,159.5578,1,1987,0,2,1,2085.9514,2
2,12.6,0,0.050901814,9,120.5414,4,1985,2,0,0,365.5242,1
2,16.0,0,0.072965144,9,231.3668,3,2009,1,2,2,4607.336,3
1,8.395,0,0.039492207,13,97.3042,8,1997,2,0,1,1091.2462,1
1,7.365,0,0.042552205,6,225.172,6,2004,2,1,1,3395.58,3
1,20.5,0,0.020587886,6,89.583,1,1987,0,2,1,1797.66,1
1,18.25,0,0.130095044,13,257.2962,0,1998,2,2,0,517.9924,3
1,12.6,0,0.040747616,13,140.2496,5,1985,1,2,3,4093.3384,2
2,7.475,0,0.013146636,9,214.5192,7,2002,1,1,1,2804.3496,3
1,12.15,0,0.02176755,1,164.6184,7,2002,1,1,1,3797.7232,2
1,15.25,0,0.08995645,5,217.1192,9,1999,1,0,1,3235.788,3
1,16.35,1,0.062665642,6,225.6062,3,2009,1,2,2,1579.9434,3
1,11.1,0,0.176182345,0,158.1604,6,2004,2,1,1,1901.5248,2
2,11.8,0,0.022843501,8,177.8686,8,1997,2,0,1,4621.9836,2
1,14.3,1,0.034411238,0,98.6726,8,1997,2,0,1,782.9808,1
1,16.75,0,0.128861359,1,86.2856,6,2004,2,1,1,1406.1696,1
1,16.25,0,0.078290271,3,93.1804,9,1999,1,0,1,1194.4452,1
1,18.0,0,0.008539208,0,81.2618,6,2004,2,1,1,402.809,1
1,20.2,1,0.100095288,6,125.2678,0,1998,2,2,0,127.1678,1
1,15.0,0,0.046447328,1,121.5414,9,1999,1,0,1,2436.828,1
1,12.6,1,0.030794774,6,122.9072,5,1985,1,2,3,4532.7664,1
1,12.6,1,0.159081735,5,193.5478,5,1985,1,2,3,4649.9472,2
1,12.6,0,0.034705807,13,241.6828,5,1985,1,2,3,4873.656,3
1,13.0,0,0.154487495,3,77.2986,2,2007,1,1,1,1246.3776,1
2,14.65,0,0.072178679,9,262.9594,9,1999,1,0,1,5233.188,3
0,12.6,0,0.061686402,4,153.9998,5,1985,1,2,3,5229.1932,2
0,5.88,0,0.003599378,7,152.2998,7,2002,1,1,1,3075.996,2
1,12.35,0,0.026832182,3,57.3246,2,2007,1,1,1,1332.2658,0
2,9.0,0,0.019616991,9,169.6474,2,2007,1,1,1,2526.711,2
1,10.395,0,0.05226427,12,158.4604,0,1998,2,2,0,158.4604,2
0,10.195,0,0.112203445,7,111.786,6,2004,2,1,1,1697.79,1
1,12.6,0,0.171761077,6,115.7518,5,1985,1,2,3,5351.0346,1
2,9.695,0,0.114170506,8,158.9604,7,2002,1,1,1,1743.0644,2
1,19.35,1,0.082266419,0,48.8034,8,1997,2,0,1,340.2238,0
1,16.7,1,0.038685176,13,146.6102,3,2009,1,2,2,2770.3938,2
1,5.985,0,0.095795326,5,128.4678,8,1997,2,0,1,508.6712,1
2,8.85,0,0.026814124,9,103.7964,0,1998,2,2,0,210.3928,1
1,15.7,0,0.045203854,5,180.266,8,1997,2,0,1,1617.894,2
1,12.5,0,0.020697723,1,198.8742,8,1997,2,0,1,5773.1518,2
2,19.35,0,0.027827268,8,65.6168,3,2009,1,2,2,383.5008,0
1,7.72,1,0.074883035,1,79.8986,7,2002,1,1,1,1090.5804,1
1,17.2,0,0.156298858,10,162.1578,8,1997,2,0,1,1283.6624,2
2,12.6,0,0.019412192,9,166.5474,5,1985,1,2,3,4379.6324,2
1,12.6,0,0.105324246,1,125.7046,5,1985,1,2,3,3237.1196,1
1,12.6,1,0.019227816,13,163.9842,4,1985,2,0,0,331.5684,2
1,8.895,0,0.044093978,5,208.3954,0,1998,2,2,0,1041.977,3
1,20.2,1,0.117599259,0,195.311,7,2002,1,1,1,3338.987,2
1,20.5,0,0.036140297,6,120.0756,8,1997,2,0,1,2302.3364,1
1,17.6,0,0.104791689,13,165.2868,1,1987,0,2,1,3111.9492,2
1,11.15,0,0.057021156,0,106.8622,9,1999,1,0,1,2011.3818,1
2,12.6,0,0.026058181,9,121.9098,5,1985,1,2,3,3374.2744,1
1,19.6,1,0.12829573,13,167.2816,7,2002,1,1,1,2013.3792,2
1,10.895,1,0.03263762,5,147.7102,2,2007,1,1,1,1895.5326,2
0,13.85,0,0.034765901,7,114.2492,2,2007,1,1,1,1853.5872,1
1,15.1,0,0.095696334,0,159.7604,2,2007,1,1,1,2693.8268,2
2,15.0,0,0.071371458,8,125.2362,8,1997,2,0,1,1384.1982,1
1,12.85,0,0.022696131,6,179.9318,3,2009,1,2,2,2706.477,2
0,15.5,0,0.053327763,14,44.477,1,1987,0,2,1,865.54,0
1,15.85,1,0.007145063,13,41.048,6,2004,2,1,1,479.376,0
1,21.2,0,0.071076055,13,174.837,2,2007,1,1,1,5469.547,2
1,13.35,0,0.139426044,5,148.3392,6,2004,2,1,1,3877.6192,2
0,6.11,1,0.151925271,14,46.6086,6,2004,2,1,1,624.5204,0
2,13.0,0,0.099479703,9,44.906,9,1999,1,0,1,652.484,0
1,12.6,0,0.045900448,13,118.9124,5,1985,1,2,3,2844.2976,1
1,12.6,0,0.21799414,3,266.5884,4,1985,2,0,0,1324.942,3
1,6.425,0,0.010454459,3,115.6808,9,1999,1,0,1,1406.1696,1
1,12.6,0,0.172641213,13,195.111,5,1985,1,2,3,5303.097,2
1,12.0,0,0.075701524,0,124.6388,7,2002,1,1,1,2105.2596,1
0,7.535,0,0.081914677,14,120.344,9,1999,1,0,1,3835.008,1
1,7.68,0,0.071010513,6,190.9162,9,1999,1,0,1,5195.2374,2
1,14.7,0,0.072444983,6,48.6034,7,2002,1,1,1,194.4136,0
1,10.3,0,0.069981909,4,263.0226,1,1987,0,2,1,6079.4198,3
1,13.8,1,0.06457046,6,76.2012,2,2007,1,1,1,1669.8264,1
1,10.1,0,0.024159767,3,114.715,6,2004,2,1,1,815.605,1
1,7.785,0,0.089210159,6,64.251,2,2007,1,1,1,1328.271,0
0,13.8,0,0.097611115,4,54.893,2,2007,1,1,1,679.116,0
2,11.8,0,0.058975504,8,81.7618,3,2009,1,2,2,966.7416,1
2,10.5,0,0.027430696,9,171.1106,2,2007,1,1,1,3593.3226,2
0,19.7,0,0.038815341,7,124.2362,7,2002,1,1,1,1887.543,1
1,12.6,0,0.152632413,4,98.441,4,1985,2,0,0,96.541,1
1,12.6,0,0.021618297,1,167.1184,5,1985,1,2,3,2476.776,2
1,15.1,1,0.096491904,10,134.4942,3,2009,1,2,2,1854.9188,1
0,16.2,0,0.033568871,14,74.9696,2,2007,1,1,1,2162.5184,1
1,11.3,1,0.054507422,10,96.3094,1,1987,0,2,1,666.4658,1
1,12.6,1,0.063079544,5,175.7712,4,1985,2,0,0,351.5424,2
1,12.6,0,0.064208126,5,180.1976,4,1985,2,0,0,181.0976,2
1,19.7,0,0.041974489,5,108.6912,2,2007,1,1,1,2183.824,1
1,20.6,1,0.048207431,6,188.0556,2,2007,1,1,1,2065.3116,2
0,9.5,0,0.041065647,7,223.5088,2,2007,1,1,1,4697.8848,3
1,13.5,1,0.128709014,15,96.1068,1,1987,0,2,1,1846.9292,1
1,13.65,0,0.03596071,13,186.3924,8,1997,2,0,1,1665.8316,2
2,7.27,0,0.046520703,8,97.7384,1,1987,0,2,1,591.2304,1
2,12.6,0,0.210596485,11,144.747,4,1985,2,0,0,143.147,2
2,6.86,0,0.03674399,9,231.201,2,2007,1,1,1,6201.927,3
1,14.7,0,0.072238195,6,47.5034,1,1987,0,2,1,972.068,0
2,12.6,0,0.034141213,9,211.9218,5,1985,1,2,3,3419.5488,3
1,9.195,0,0.101500374,0,45.2744,7,2002,1,1,1,679.116,0
0,14.15,0,0.042246575,4,54.2982,9,1999,1,0,1,1104.5622,0
1,12.3,1,0.058105769,13,60.4562,6,2004,2,1,1,1777.686,0
1,11.8,1,0.170141787,3,116.7834,1,1987,0,2,1,2303.668,1
1,13.6,1,0.049579883,5,110.0912,6,2004,2,1,1,1965.4416,1
1,15.0,0,0.058725134,13,43.6744,2,2007,1,1,1,407.4696,0
1,13.1,0,0.075695552,4,168.4158,9,1999,1,0,1,1504.0422,2
1,11.3,0,0.007321067,10,197.7426,2,2007,1,1,1,2570.6538,2
1,12.3,0,0.009463757,0,73.838,2,2007,1,1,1,1245.046,1
2,10.0,0,0.021407511,9,248.175,1,1987,0,2,1,3495.45,3
1,12.6,0,0.145669556,5,247.2776,4,1985,2,0,0,743.0328,3
1,6.98,0,0.041273236,3,82.4934,3,2009,1,2,2,982.7208,1
1,19.0,0,0.128090139,13,107.0622,8,1997,2,0,1,1376.2086,1
1,17.0,0,0.135707553,6,172.5106,6,2004,2,1,1,2053.3272,2
1,15.15,0,0.027774002,0,152.3708,6,2004,2,1,1,3159.8868,2
1,12.6,1,0.07278643,5,49.4376,4,1985,2,0,0,191.7504,0
1,12.6,0,0.029640604,6,40.8138,5,1985,1,2,3,1543.3244,0
1,8.355,0,0.187939003,3,146.9418,7,2002,1,1,1,1029.9926,2
2,12.15,0,0.14492016,8,224.4404,1,1987,0,2,1,1800.3232,3
1,17.25,1,0.125419157,2,40.048,9,1999,1,0,1,399.48,0
1,6.46,1,0.049121972,6,144.6102,1,1987,0,2,1,2916.204,2
1,5.78,1,0.074149074,13,262.2568,8,1997,2,0,1,5273.136,3
2,18.7,0,0.04604992,8,151.9682,1,1987,0,2,1,3354.3004,2
1,19.2,0,0.035384612,13,180.3318,2,2007,1,1,1,3428.2042,2
1,12.6,0,0.038340116,13,240.1564,5,1985,1,2,3,7150.692,3
1,12.6,0,0.049080853,6,147.7734,5,1985,1,2,3,4602.6754,2
2,12.6,0,0.076183667,9,245.646,5,1985,1,2,3,3695.19,3
1,7.35,0,0.028711412,6,39.9454,3,2009,1,2,2,377.5086,0
1,12.6,0,0.12517151,6,88.9198,5,1985,1,2,3,3139.9128,1
0,17.85,0,0.037826873,14,189.7188,8,1997,2,0,1,2285.0256,2
1,4.615,1,0.101747034,3,231.33,1,1987,0,2,1,4660.6,3
1,12.6,1,0.075142108,1,145.8444,5,1985,1,2,3,3773.7544,2
0,12.1,1,0.061424738,14,56.7614,3,2009,1,2,2,1049.9666,0
1,11.65,0,0.040597054,6,187.324,7,2002,1,1,1,1864.24,2
1,12.6,0,0.041556697,0,104.4332,4,1985,2,0,0,307.5996,1
1,15.5,1,0.126791761,0,262.1568,0,1998,2,2,0,527.3136,3
1,9.195,1,0.117484834,13,158.5578,8,1997,2,0,1,2406.867,2
1,15.1,1,0.106097275,6,43.2796,3,2009,1,2,2,123.8388,0
1,5.095,1,0.129395895,13,140.3838,1,1987,0,2,1,1826.2894,2
1,15.1,1,0.100265027,6,142.5786,3,2009,1,2,2,3323.0078,2
0,12.1,0,0.011557563,4,165.3526,9,1999,1,0,1,3453.5046,2
2,6.235,0,0.119157788,9,263.791,3,2009,1,2,2,2103.928,3
1,15.0,0,0.077622622,1,121.8414,0,1998,2,2,0,243.6828,1
1,12.6,0,0.041194986,6,39.1164,5,1985,1,2,3,1235.7248,0
1,10.65,1,0.085135953,13,232.3668,8,1997,2,0,1,3685.8688,3
1,9.8,1,0.106816919,6,114.2492,0,1998,2,2,0,463.3968,1
0,18.25,0,0.04421348,7,173.408,1,1987,0,2,1,1038.648,2
1,12.6,0,0.013745883,5,62.0168,5,1985,1,2,3,1534.0032,0
2,19.6,0,0.094308058,9,251.8698,9,1999,1,0,1,3551.3772,3
1,17.0,1,0.026622757,3,144.247,7,2002,1,1,1,3149.234,2
1,9.6,1,0.014234595,13,190.2872,9,1999,1,0,1,4727.18,2
1,8.51,1,0.078526225,13,173.5422,9,1999,1,0,1,5000.8238,2
2,5.88,0,0.0249887,9,150.3392,3,2009,1,2,2,447.4176,2
1,8.905,0,0.143712172,5,60.2878,3,2009,1,2,2,1151.1682,0
1,12.6,1,0.067373081,1,258.8988,5,1985,1,2,3,3083.9856,3
1,8.85,0,0.053822086,6,183.8292,1,1987,0,2,1,2554.0088,2
1,20.7,0,0.043011277,4,177.2028,3,2009,1,2,2,3364.9532,2
2,12.6,0,0.123557061,9,216.6192,4,1985,2,0,0,215.7192,3
1,6.3,0,0.127968205,3,209.627,3,2009,1,2,2,3984.813,3
1,17.5,1,0.007570599,4,144.6102,3,2009,1,2,2,2187.153,2
1,5.765,0,0.081996785,0,40.1164,6,2004,2,1,1,540.6296,0
1,17.75,1,0.067777778,0,186.924,3,2009,1,2,2,3169.208,2
1,5.035,1,0.080362549,1,229.0036,2,2007,1,1,1,4326.3684,3
1,8.355,0,0.013929059,0,94.1462,8,1997,2,0,1,2221.1088,1
0,6.13,0,0.077169953,4,63.0536,2,2007,1,1,1,1225.072,0
1,12.5,0,0.112681821,3,119.144,3,2009,1,2,2,3235.788,1
1,12.6,0,0.10080442,0,45.4744,5,1985,1,2,3,1041.3112,0
2,20.75,0,0.02512588,8,150.4734,6,2004,2,1,1,890.8404,2
1,12.6,1,0.122519571,13,93.0436,5,1985,1,2,3,2363.59,1
1,13.35,1,0.15021128,13,179.066,2,2007,1,1,1,2696.49,2
1,7.96,0,0.028357839,3,163.2894,6,2004,2,1,1,4530.1032,2
2,8.92,0,0.130663423,9,175.237,2,2007,1,1,1,2117.244,2
1,6.635,1,0.006335942,0,121.8098,9,1999,1,0,1,2048.6666,1
1,15.5,0,0.032845997,0,106.7938,1,1987,0,2,1,3215.814,1
0,6.13,0,0.076735903,4,62.4536,8,1997,2,0,1,1225.072,0
1,7.315,0,0.01530184,13,154.434,8,1997,2,0,1,1378.206,2
1,16.0,1,0.029377239,10,46.1718,0,1998,2,2,0,94.5436,0
1,15.85,0,0.137053947,3,94.4094,3,2009,1,2,2,1047.3034,1
2,19.1,0,0.177236497,9,172.3422,6,2004,2,1,1,2586.633,2
1,19.0,0,0.111830282,5,105.4622,1,1987,0,2,1,952.7598,1
1,16.75,1,0.008204465,3,99.8674,9,1999,1,0,1,2342.9502,1
1,12.6,1,0.02439015,1,95.9068,5,1985,1,2,3,3207.8244,1
1,9.195,1,0.064143995,5,85.9566,7,2002,1,1,1,1691.132,1
1,19.35,0,0.033275634,10,173.8738,2,2007,1,1,1,2432.8332,2
1,11.8,1,0.107662745,4,224.1772,2,2007,1,1,1,2890.9036,3
1,10.6,0,0.01115195,1,40.6454,2,2007,1,1,1,167.7816,0
1,13.65,1,0.013064516,6,115.5834,7,2002,1,1,1,1382.2008,1
1,14.85,1,0.009954237,13,158.263,9,1999,1,0,1,2659.871,2
2,12.6,0,0.021214364,8,48.2034,4,1985,2,0,0,97.2068,0
1,13.5,1,0.067859568,4,60.1562,6,2004,2,1,1,1599.9174,0
1,5.635,0,0.103481775,0,150.005,7,2002,1,1,1,1797.66,2
1,7.405,0,0.015358176,3,92.4146,2,2007,1,1,1,1459.4336,1
1,11.35,0,0.030981392,13,51.9008,2,2007,1,1,1,708.4112,0
1,16.1,1,0.013623294,6,109.3596,7,2002,1,1,1,1186.4556,1
1,17.7,1,0.041098734,6,80.9276,3,2009,1,2,2,487.3656,1
2,13.1,0,0.01209726,11,188.853,6,2004,2,1,1,3225.801,2
1,14.3,1,0.034382602,0,96.5726,1,1987,0,2,1,2251.0698,1
